distance_0,distance_1,distance_2,Vol,Err
2.127764601158834,2.956067204174281,3.0312429276493034,2.110957979569619,0.01359653779916419
2.3835681568381757,2.4723502384267024,2.7771529253827336,2.587284379569617,0.013524729050168304
2.1209031913521565,2.659965132016005,3.1409141690969657,2.4874059795696155,0.013540095497679067
2.4521155388185703,3.039087514486623,3.073004627236689,1.2491595795696142,0.01371709938940457
2.166395273592525,2.5290036674054535,2.560371089985804,3.2594379795696184,0.013416992461131958
2.334117210844525,2.8763603510745557,3.163027371934832,1.6178123795696138,0.01366698702912234
2.4683752311801643,2.6118636254796854,2.7236525191608534,2.2600139795696137,0.013574467016477739
2.1247899847886056,2.420700436999293,2.6939334125388905,3.297197979569617,0.01341071451168379
2.5020235789982226,3.0501938230768255,3.121599886701618,1.1085643795696143,0.01373564162046145
2.483076617634747,2.6558215292654377,2.860549383575955,1.9608523795696158,0.013618398109690635
2.167226238519788,2.1703383558564284,3.1817132822248753,3.335277979569618,0.013404358836393532
2.374471167305394,2.593209470701642,3.0660067113038396,2.0585803795696194,0.013604207316211103
2.9006563586811396,3.0778011185174696,3.181408222807042,0.3569099795696147,0.013829502415227624
2.2706496981488478,2.6637889828694927,2.8160203648666675,2.4281035795696155,0.013549141348059042
2.366588370426794,2.65642951630152,3.0591841231491617,1.991252379569616,0.013614000435033689
2.4500781362191844,2.7605616646234257,3.062524436648878,1.6330059795696172,0.013664875084142295
2.012400531525778,2.796800514046226,3.161843281191062,2.503943579569615,0.013537562548064966
2.9199893828258667,2.9909536963463066,3.0760165586877184,0.500730779569615,0.013812225457957739
2.3857083395682617,2.557138431051496,2.9781651925052475,2.1936075795696155,0.013584344671253185
2.771926948596107,2.812367048349814,2.830234494107803,1.2345547795696135,0.01371904010505124
2.353294097426974,2.6875411862669734,3.13734052716206,1.9130955795696138,0.013625276364750215
2.760954212134373,2.973498527086031,3.1722542902598567,0.6790219795696188,0.013790361138350422
2.751420669058758,3.0459094155977287,3.1735664732943833,0.6169035795696161,0.013798035114908324
2.4849555789567597,2.5994043935764446,2.991069784286331,1.9032395795696146,0.01362669129280572
2.2720171578598194,2.6451542515843793,3.159835004032815,2.116845979569618,0.013595672840614198
2.516530909873482,2.5776196784250187,2.7445347187569595,2.1757131795696196,0.013586994052306798
2.2288242351527474,2.6217096326303544,3.0775132056492702,2.3327947795696176,0.013563558249634096
2.834060108905351,3.0677358468447937,3.0965418543402077,0.5081035795696138,0.013811331122150508
2.1654607078752375,2.584695356891668,2.8886537051962464,2.7093963795696183,0.013505717463145458
2.1411452048363553,2.5526992195335456,3.0388832961340753,2.6913227795696173,0.013508546944172512
2.370811361233158,2.383638926159863,2.5603618296705575,3.10357237956962,0.013442651026777237
2.021800751961183,2.1497412423337305,2.422674796469367,4.400314779569619,0.013216477124855608
2.2796413960564066,2.9977609496892788,3.1639414049786523,1.6010827795696159,0.013669308197130817
2.6643696171663476,2.8388998967870207,2.9236641029084396,1.258682779569618,0.013715832103977494
2.0383698412117366,2.6633537672719645,2.6747916440284323,3.1088843795696164,0.013441783322173976
2.0128997973174703,2.2430105876242283,3.0048061085512443,3.6087627795696164,0.013357986628799315
2.6295830028756124,2.8841547110561674,2.949093434064773,1.2438347795696174,0.013717807351723742
2.314044375146731,2.9543276362748925,3.074013860537935,1.5987019795696185,0.013669638159147329
2.5199743379090465,2.873048644648655,3.1255006048565748,1.2521803795696158,0.01371669755689684
2.4589513819513495,2.7011712075030636,3.1865026890120043,1.5912267795696167,0.013670673578229105
2.331912976266974,2.791375929749785,3.153182481084589,1.752135579569618,0.013648187226971822
2.0525986861685523,2.147497397418672,2.3579090765841935,4.44062197956962,0.01320897681255704
2.303753974478233,2.660052595943619,3.0624469076308447,2.0925131795696146,0.013599243719452501
2.2255366561693224,3.047017344633912,3.0708484845117785,1.7197515795696177,0.013652746222043387
2.446326461697264,2.753774779357376,2.862789124455702,1.8924363795696166,0.013628240394533529
2.314528557210301,2.705624171600827,2.9180194529373717,2.1475019795696184,0.013591160282912153
2.2737237618557518,2.4433534132198798,2.4784883197660132,3.30495477956962,0.013409421875035939
2.538477186016231,2.7531298839319054,3.0088380768069993,1.5067595795696178,0.013682311254085809
2.713889121077194,2.9917046309121353,3.132031544311337,0.7376331795696203,0.013783065177291715
