distance_0,Vol,Err,Coord_1,Coord_2
3.2078001170788677,0.4422103952618599,0.012628980273972638,"[7.31681836126036, 2.6770271566448596, 0]","[4.116939710755319, 2.45173132185594, 0]"
2.529028661956022,1.8748403952618595,0.012274601989545731,"[3.375280970293284, 4.097585325758082, 0]","[2.1882713622841257, 6.330743216165523, 0]"
2.054564016725704,3.2158903952618623,0.011917749455929588,"[8.035761410239125, 2.1906979849523474, 0]","[6.167794104918827, 3.0462279055737618, 0]"
2.329850142129288,2.4247103952618616,0.012131345042920426,"[3.321652984650822, 6.207366160156667, 0]","[4.9960887500427615, 7.827386700877115, 0]"
2.2819892636248804,2.545670395261862,0.012099268571188508,"[1.8657156524788971, 7.740739882989616, 0]","[4.073164552357439, 7.162255351023341, 0]"
3.1477282689442427,0.5318003952618611,0.012607588296266656,"[8.148844111836564, 3.5999168395660126, 0]","[5.077009615010825, 2.912875298447807, 0]"
2.1331125022249977,2.963110395261861,0.011986974183470573,"[4.425936868638922, 5.380402876037877, 0]","[4.668560884883347, 3.261133536409236, 0]"
2.824080666164844,1.1693903952618605,0.012452424129875676,"[3.4777948129321494, 6.9200840198324, 0]","[6.068021252889715, 8.04532114984137, 0]"
3.1701561645786613,0.4865903952618602,0.012618395860548599,"[8.102700635719229, 4.894682955551263, 0]","[5.09239252610491, 5.888632246514517, 0]"
3.4261312373660626,0.13505039526186025,0.01270156961599274,"[6.19686853200414, 4.151258121017808, 0]","[2.773481159362946, 4.288349887715631, 0]"
2.494394513957956,1.971930395261861,0.012249608484975754,"[3.67612328877006, 3.3457579853090023, 0]","[2.231414352597191, 5.379183686190597, 0]"
2.294586832701232,2.519990395261864,0.01210609566912099,"[5.124474579308472, 3.302583640860097, 0]","[7.411774328308424, 3.485309093467624, 0]"
3.300883821341711,0.2871703952618603,0.01266576508102649,"[7.527862891915929, 4.566998001268189, 0]","[4.756516320766943, 2.7738242270409907, 0]"
2.5055971728292357,1.9228303952618617,0.012262264083781185,"[8.034967338060408, 2.2280381040320894, 0]","[5.977769517278525, 3.6584066994158566, 0]"
2.101728108122247,3.060560395261863,0.011960397881167666,"[2.614747359937341, 6.290223248219852, 0]","[3.700885816070707, 8.089546536175451, 0]"
2.945374270889134,0.9220903952618613,0.012513221250801489,"[2.924146962736083, 4.686735721679792, 0]","[4.602556905351869, 7.107101326323886, 0]"
2.834023196279394,1.1620503952618613,0.012454239966690461,"[7.062893270306119, 4.37861801861624, 0]","[4.4978205628914365, 3.173591262595452, 0]"
3.483696879962457,0.07498039526186417,0.012715630425379624,"[5.108741046470899, 7.039390607927759, 0]","[3.2942465109658974, 4.06554570072721, 0]"
3.367324130374747,0.19544039526186197,0.012687389526902688,"[1.9148501809410443, 7.3818641409351455, 0]","[1.834783140825486, 4.015492048000204, 0]"
2.913939175172786,1.0180203952618605,0.01248973074069253,"[6.765398322373177, 4.891811280403564, 0]","[7.00310081781665, 7.796039067659, 0]"
3.3037933408977476,0.28588039526186293,0.012666069902343029,"[3.342301114132745, 5.792146031854023, 0]","[1.9305399681374231, 2.8051775174538003, 0]"
3.132331026001378,0.5658803952618605,0.01259942453491587,"[4.693237867846622, 6.141627899749187, 0]","[2.123869384680251, 7.933231442434395, 0]"
2.891814194202945,1.0409603952618625,0.012484095921477052,"[4.613464759298068, 5.00381986082556, 0]","[7.400799249819797, 4.2335239620038125, 0]"
2.846595491114925,1.1395203952618616,0.012459809292280518,"[7.760821037228675, 4.082622185056618, 0]","[4.974556884254803, 3.499665960380517, 0]"
2.7304504993995384,1.4048903952618623,0.012393792059265397,"[3.7539360111668647, 5.306139962651416, 0]","[6.4765492984912845, 5.099411112812535, 0]"
2.2469113059493075,2.6531503952618607,0.012070593535129496,"[5.863400383961391, 1.8357066828324389, 0]","[7.9606963601412595, 2.6419076534982873, 0]"
2.562685566653488,1.8059303952618606,0.012292263861762406,"[6.672797578522063, 6.953800390717215, 0]","[4.206169205097475, 6.258745154818026, 0]"
