distance_0,Vol,Err,Coord_1,Coord_2
3.141586234608525,1.4478012287183475,0.013444395178647496,"[2.0666549068251663, 5.890469950776496, 0]","[4.828023125668056, 7.388605334994563, 0]"
2.8759488753001383,2.1697212287183447,0.013300382372246296,"[7.876611098030313, 2.566000885235173, 0]","[7.390595252959699, 5.400585604674764, 0]"
3.3287987308363105,1.0159812287183456,0.013527963213663764,"[3.5524186285025547, 7.8877836306516524, 0]","[6.880693309957034, 7.946848300349485, 0]"
2.1374428920940667,4.468921228718344,0.012803860913832203,"[2.153909009138919, 7.706378819672197, 0]","[4.209390902286732, 7.120156759438252, 0]"
3.091560219698548,1.570751228718347,0.013420251962015838,"[5.6416377947505145, 2.8568053629761914, 0]","[6.314330763651075, 5.8742925231169405, 0]"
3.410034510319253,0.834531228718344,0.013562514482189135,"[5.916809724948225, 6.682008508202913, 0]","[2.586284515108136, 7.414085818456347, 0]"
3.3166245396819236,1.0215812287183432,0.013526891599530176,"[2.0147813434246147, 4.429358036090511, 0]","[5.304233908581053, 4.853032626791981, 0]"
3.3449824509909964,0.9820312287183448,0.013534453097542953,"[7.645549047783279, 3.452975545167459, 0]","[4.991505952854709, 5.488893728125634, 0]"
3.0444944322215286,1.6856312287183464,0.01339755213704317,"[6.616830739681035, 3.466119338917219, 0]","[4.421788189824437, 5.575795748262248, 0]"
3.1698259849592794,1.3526112287183452,0.013462980417363386,"[4.395382154063971, 5.744235456426744, 0]","[7.331231577175593, 4.549001194979131, 0]"
2.7849891210100126,2.4150112287183454,0.013250199031135721,"[5.704005238299382, 5.0741581930310575, 0]","[3.8658648667070734, 2.9819334492555205, 0]"
3.3302542221255353,1.0061312287183455,0.013529847338044503,"[7.054390465798016, 3.177179478705036, 0]","[4.611756065448973, 5.440833686002702, 0]"
3.30759221686271,1.0439312287183462,0.013522611555405635,"[2.4732216591747704, 2.529909868968981, 0]","[3.086524794435858, 5.780144558545981, 0]"
2.2934035574279363,3.9137012287183452,0.012929254972651748,"[3.06388847671719, 3.58679054725814, 0]","[4.562486461226507, 5.322850441975983, 0]"
3.778129704232065,0.2117112287183467,0.013678615659996812,"[5.341714474880771, 4.435494752445851, 0]","[6.79010362963994, 7.924969343036344, 0]"
3.7147400464833686,0.27398122871834474,0.013667179852706995,"[2.711634920294638, 2.63395971665189, 0]","[6.047496176789205, 4.268378050606128, 0]"
2.4450846624789144,3.424311228718345,0.013036821188215707,"[2.5343904401317494, 4.613130222872425, 0]","[3.82743667627399, 2.5379265128988693, 0]"
3.435176658982701,0.7661212287183439,0.01357545516649663,"[3.5468160754138465, 4.459885194691187, 0]","[6.876210725635327, 3.6139715220885176, 0]"
2.0475095854901255,4.744851228718346,0.012740184226877962,"[3.454106926131642, 6.114242695364447, 0]","[5.1271217064114145, 4.933854179815702, 0]"
2.644247008681701,2.8462712287183436,0.01316039609943067,"[7.010976986115813, 7.054263611551429, 0]","[4.367973259612853, 6.973186212644032, 0]"
2.9034587161819174,2.0436012287183445,0.01332593566718825,"[4.178084454888872, 7.06066738969453, 0]","[7.070021820025624, 6.802266939426643, 0]"
2.763167726464252,2.4585512287183455,0.01324122391565032,"[2.254992321103407, 5.239347103076719, 0]","[5.009979194656844, 5.451816421148487, 0]"
3.175582610423678,1.3677612287183472,0.013460028698333447,"[6.051068350143083, 6.24673684511205, 0]","[3.336442353396854, 4.598971505807086, 0]"
2.2390609059615145,4.102981228718345,0.012886912719276096,"[5.3045721380489645, 4.138544489935441, 0]","[3.9026933082489648, 5.884433801193111, 0]"
3.925063543171346,0.05389122871834218,0.013707429674003437,"[7.034274046897132, 3.587097981019083, 0]","[7.0641777201143805, 7.512047609773688, 0]"
2.7655077751378716,2.4645212287183433,0.013239991699512505,"[2.7085301594826388, 6.587828284799866, 0]","[5.473950699815148, 6.609793927405348, 0]"
2.3516669054034347,3.734581228718344,0.012968942704069597,"[7.59633165673381, 4.480443890147234, 0]","[6.462093467046959, 2.420385404806184, 0]"
2.077433943218418,4.648161228718344,0.01276260154601561,"[2.9514622370141246, 7.008617087861821, 0]","[2.2649455652538326, 5.047896136825902, 0]"
